Plurals              Percentages 
jams                 25.0 
rests                1.12359550562 
bumps                16.6666666667 
Demonstrations       3.84615384615 
buckles              28.5714285714 
miscreants           50.0 
tranquilizers        80.0 
adolescents          33.3333333333 
eyebrows             69.2307692308 
fragrances           14.2857142857 
trademarks           25.0 
Russians             27.1028037383 
slices               13.3333333333 
specifics            0.869565217391 
busses               2.77777777778 
guests               60.0 
jackets              15.3846153846 
counts               13.7931034483 
criminals            20.8333333333 
arms                 54.854368932 
leaks                60.0 
supporters           72.7272727273 
lungs                55.5555555556 
decencies            9.09090909091 
wars                 7.64525993884 
shelters             26.1363636364 
shepherds            33.3333333333 
rights               10.2071005917 
Libertines           50.0 
Realtors             50.0 
regrets              9.09090909091 
movies               50.8474576271 
exceptions           38.4615384615 
mountainsides        20.0 
laughs               9.375 
wrenches             50.0 
foods                22.1590909091 
magnitudes           3.33333333333 
Illustrations        11.1111111111 
wanderers            50.0 
dosages              50.0 
colds                1.21212121212 
boroughs             40.0 
fielders             40.0 
faults               24.1379310345 
sixties              34.375 
wallpapers           12.5 
blanks               17.6470588235 
believers            55.5555555556 
manuals              33.3333333333 
Appeals              1.66666666667 
loyalists            66.6666666667 
owls                 33.3333333333 
athletes             38.4615384615 
operations           42.2222222222 
Opportunities        1.6393442623 
partisans            7.69230769231 
personae             50.0 
sprays               6.25 
weeks                35.0125944584 
donors               50.0 
ghouls               66.6666666667 
downs                0.334821428571 
nightclubs           60.0 
glazes               15.3846153846 
pianists             12.5 
academics            3.44827586207 
Steps                0.763358778626 
antagonisms          18.1818181818 
victories            11.2903225806 
mounts               27.7777777778 
bootleggers          66.6666666667 
calibrations         14.2857142857 
inserts              7.69230769231 
sonatas              75.0 
enthusiasts          60.0 
subjectivists        33.3333333333 
principles           38.5057471264 
skins                11.1111111111 
aids                 11.9205298013 
comedies             5.0 
Dresses              1.47058823529 
conjectures          40.0 
merchants            54.8387096774 
Litigants            50.0 
particles            66.6666666667 
bulkheads            50.0 
assaults             16.6666666667 
voltages             20.0 
Planes               1.72413793103 
mothers-in-law       50.0 
starts               4.94505494505 
professions          12.1951219512 
messages             20.253164557 
Ukrainians           33.3333333333 
cellars              3.7037037037 
arrows               31.5789473684 
features             64.347826087 
economists           45.4545454545 
oracles              33.3333333333 
executions           18.75 
floors               7.10059171598 
grads                66.6666666667 
Observers            13.3333333333 
strivings            42.8571428571 
girls                39.5415472779 
zeros                4.16666666667 
gourmets             33.3333333333 
exposures            7.69230769231 
invalids             14.2857142857 
weddings             6.06060606061 
feathers             70.0 
villages             20.3389830508 
tokens               16.6666666667 
swells               36.3636363636 
gambles              25.0 
structures           24.1379310345 
knights              33.3333333333 
turrets              25.0 
Movements            0.8 
usages               17.6470588235 
pistons              30.0 
yachts               75.0 
expeditions          30.0 
Poets                1.44927536232 
bogies               33.3333333333 
Pianists             6.66666666667 
Burgesses            33.3333333333 
Shrugs               50.0 
tunnels              23.0769230769 
Instructions         10.3448275862 
wrists               40.0 
buggies              14.2857142857 
competitors          75.0 
points               23.9382239382 
Ballets              3.33333333333 
greases              18.1818181818 
doves                20.0 
Opponents            6.25 
lyrics               55.5555555556 
herds                22.2222222222 
treaties             23.5294117647 
attempts             22.1374045802 
veterinarians        33.3333333333 
thirds               2.16216216216 
alcohols             13.3333333333 
judges               30.9090909091 
carbons              6.66666666667 
weekends             20.5882352941 
debts                45.8333333333 
folks                34.0 
tiles                20.0 
Days                 0.15625 
cracks               21.4285714286 
fields               21.1838006231 
thrusts              14.8148148148 
discs                53.8461538462 
fledglings           25.0 
ears                 56.0606060606 
alterations          50.0 
zones                23.0769230769 
interruptions        20.0 
pebbles              75.0 
pets                 38.4615384615 
sorts                6.81818181818 
vows                 57.1428571429 
blitzes              33.3333333333 
maneuvers            58.3333333333 
swoops               25.0 
Burnsides            36.3636363636 
Performers           12.5 
offerings            9.67741935484 
Returns              1.0582010582 
lanterns             13.3333333333 
springs              5.88235294118 
commonplaces         11.7647058824 
turnouts             50.0 
particulars          2.71739130435 
cherries             40.0 
ethers               50.0 
studs                33.3333333333 
quantities           25.0 
locations            22.7848101266 
individualists       40.0 
sonorities           50.0 
economies            8.13953488372 
styrenes             12.5 
chowders             50.0 
murders              13.9534883721 
shams                50.0 
Ideas                2.55102040816 
soils                22.0588235294 
Liberals             1.61290322581 
cans                 0.282167042889 
bottles              15.3846153846 
showmen              25.0 
mixtures             11.7647058824 
colonies             20.0 
sidelines            50.0 
bells                28.5714285714 
meets                1.10497237569 
governors            12.7659574468 
sacraments           66.6666666667 
potentials           5.6338028169 
thoughts             8.97887323944 
interferometers      25.0 
programs             26.7716535433 
stimuli              25.0 
materials            34.8659003831 
qualities            27.8481012658 
claims               28.5714285714 
Bantus               75.0 
investments          13.6363636364 
Errors               2.85714285714 
crystallites         75.0 
rebellions           7.14285714286 
stimulations         7.14285714286 
verses               24.3243243243 
fighters             60.8695652174 
personages           66.6666666667 
facts                16.0075329567 
Corinthians          33.3333333333 
trestles             50.0 
buyers               71.4285714286 
satisfactions        12.5 
magistrates          50.0 
corollaries          33.3333333333 
justices             1.05263157895 
spasms               25.0 
chives               50.0 
ponds                23.3333333333 
sailors              66.6666666667 
supervisors          57.1428571429 
nationalists         25.0 
Rumanians            50.0 
dreams               28.2352941176 
arrivals             11.5384615385 
zombies              50.0 
signposts            33.3333333333 
commanders           17.8571428571 
anodes               1.31578947368 
platters             50.0 
Moslems              25.0 
paragraphs           58.3333333333 
carts                50.0 
comings              0.578034682081 
cathedrals           33.3333333333 
loudspeakers         66.6666666667 
meanings             14.4827586207 
novelties            58.3333333333 
humanists            25.0 
firemen              83.3333333333 
ribs                 91.6666666667 
barbarians           75.0 
signs                40.7643312102 
flourishes           22.2222222222 
outboards            22.2222222222 
islands              27.2727272727 
managers             22.5490196078 
subs                 33.3333333333 
shippers             25.0 
substitutions        33.3333333333 
birdies              28.5714285714 
murderers            20.8333333333 
cones                13.3333333333 
inductions           14.2857142857 
magnetisms           12.5 
Castros              6.06060606061 
catalysts            40.0 
winters              2.43902439024 
handicaps            14.2857142857 
clinics              40.0 
anionics             10.0 
educations           0.571428571429 
garments             45.4545454545 
experimentations     7.14285714286 
lows                 0.588235294118 
possemen             50.0 
bevels               33.3333333333 
titters              50.0 
lilies               50.0 
traits               62.5 
milligrams           80.7692307692 
Estimates            2.7027027027 
bounds               19.6078431373 
conformists          50.0 
Attempts             0.970873786408 
occupancies          20.0 
plaintiffs           42.8571428571 
stages               22.972972973 
sticks               31.1475409836 
saddles              8.0 
covers               14.2857142857 
megatons             83.3333333333 
claimants            38.4615384615 
stirrings            5.88235294118 
widows               4.0 
aunts                33.3333333333 
Persons              2.29885057471 
breakwaters          33.3333333333 
ribbons              33.3333333333 
dies                 16.6666666667 
utilities            20.0 
insurrections        33.3333333333 
authorities          30.2521008403 
transfers            19.1489361702 
grapevines           25.0 
tabulations          50.0 
premiums             15.3846153846 
parcels              50.0 
profits              42.8571428571 
skis                 25.0 
souls                30.8823529412 
themes               12.6984126984 
assailants           33.3333333333 
micrometeorites      45.4545454545 
commentaries         28.5714285714 
disorders            50.0 
editors              27.868852459 
marks                12.6126126126 
blasphemies          33.3333333333 
deltoids             66.6666666667 
Tenements            33.3333333333 
governments          15.7407407407 
Statements           0.704225352113 
staples              50.0 
cleaners             50.0 
proposals            40.2985074627 
travels              3.27868852459 
nineties             14.2857142857 
targets              32.8358208955 
majors               1.29310344828 
phonographs          25.0 
Beverages            16.6666666667 
landslides           33.3333333333 
sweaters             22.2222222222 
bookshelves          75.0 
appetites            21.4285714286 
airfields            54.5454545455 
crackpots            66.6666666667 
kilometers           27.2727272727 
Changes              1.2 
bruises              66.6666666667 
jungles              18.1818181818 
spheres              12.0 
forages              25.0 
biopsies             33.3333333333 
Hazards              7.69230769231 
Taoists              40.0 
patriots             12.5 
hotels               18.4466019417 
troops               85.2459016393 
lieutenants          20.0 
scenarios            50.0 
armchairs            33.3333333333 
duds                 50.0 
creams               5.0 
Historians           9.09090909091 
hurlers              50.0 
incompetents         50.0 
bushels              80.0 
armpits              33.3333333333 
reviews              11.1111111111 
Numbers              0.852878464819 
entrepreneurs        14.2857142857 
bites                33.3333333333 
Children             3.63636363636 
lords                3.57142857143 
classrooms           21.7391304348 
frescoes             30.0 
forerunners          25.0 
rays                 26.9230769231 
necklaces            50.0 
drapers              33.3333333333 
pins                 23.8095238095 
loaves               42.8571428571 
hydrogens            7.14285714286 
strokes              38.7096774194 
spacesuits           50.0 
balconies            28.5714285714 
mad                  2.77777777778 
guys                 29.8507462687 
pulsations           33.3333333333 
pickets              18.1818181818 
shoes                75.8620689655 
distributors         30.0 
introductions        3.44827586207 
Coconuts             14.2857142857 
cuts                 7.30593607306 
setbacks             50.0 
police               43.2835820896 
Muslims              50.0 
chanceries           33.3333333333 
views                20.1716738197 
impulses             37.5 
markings             16.6666666667 
aspirations          80.0 
developments         11.5606936416 
battlefields         28.5714285714 
attorneys            18.1818181818 
enlargements         20.0 
elephants            58.8235294118 
sweepings            7.14285714286 
conventions          28.125 
mustaches            16.6666666667 
speculators          66.6666666667 
miles                78.9719626168 
tidbits              66.6666666667 
nudes                9.52380952381 
ethicists            33.3333333333 
bombs                49.2957746479 
yokels               33.3333333333 
mechanisms           40.9090909091 
walnuts              55.5555555556 
whims                33.3333333333 
widths               26.3157894737 
substrates           11.5384615385 
repositories         20.0 
discharges           32.1428571429 
ICBMs                20.0 
corporations         22.8260869565 
sounds               12.6482213439 
personalities        24.5901639344 
Problems             0.322580645161 
plains               7.8431372549 
eyes                 76.6666666667 
Brownings            14.2857142857 
redcoats             60.0 
coefficients         50.0 
notches              50.0 
knives               8.86075949367 
scaffoldings         25.0 
cuttings             1.53846153846 
topics               52.6315789474 
lice                 40.0 
voices               14.3968871595 
backwoods            80.0 
speakers             35.2941176471 
rehearsals           50.0 
pranks               50.0 
Casualties           33.3333333333 
janitors             42.8571428571 
bets                 13.0434782609 
formulas             28.2051282051 
innuendoes           50.0 
investigations       32.8125 
tallies              33.3333333333 
sheets               34.6666666667 
formulae             8.19672131148 
contrasts            10.5882352941 
hardships            35.7142857143 
queens               23.3333333333 
stockings            83.3333333333 
winders              25.0 
Demons               20.0 
representatives      40.2985074627 
drawings             35.0 
lieder               28.5714285714 
boundaries           48.275862069 
dice                 90.9090909091 
storms               19.3548387097 
histories            3.1914893617 
nickels              12.5 
germs                25.0 
Services             0.403225806452 
sensitivities        3.44827586207 
contracts            21.9512195122 
Leaves               2.5641025641 
employers            51.6129032258 
killers              4.54545454545 
juleps               33.3333333333 
bitters              1.85185185185 
denials              14.2857142857 
blends               18.1818181818 
decorators           37.5 
Methods              0.763358778626 
bearings             19.3548387097 
diversities          7.14285714286 
Straits              40.0 
run-ups              33.3333333333 
seas                 10.1123595506 
neutralists          20.0 
sensitives           3.27868852459 
Inventors            12.5 
gags                 33.3333333333 
Hours                0.684931506849 
metabolites          14.2857142857 
diamonds             46.6666666667 
checks               14.5631067961 
glances              11.1111111111 
handbooks            50.0 
Competitors          25.0 
singers              56.5217391304 
coupons              50.0 
motivations          31.25 
dates                16.6666666667 
trades               5.59440559441 
kindnesses           16.6666666667 
blasts               22.2222222222 
amateurs             8.0 
patrons              69.2307692308 
dwellers             33.3333333333 
guardians            57.1428571429 
holders              13.7931034483 
decimals             25.0 
breakfasts           3.63636363636 
stretches            14.7058823529 
dislocations         66.6666666667 
innovations          36.3636363636 
grants               30.7692307692 
arcades              40.0 
spans                8.69565217391 
arts                 18.025751073 
analogies            25.0 
Reporters            9.52380952381 
shakers              60.0 
ranches              3.57142857143 
employments          2.22222222222 
Originals            0.970873786408 
Taxpayers            8.33333333333 
Ambulances           14.2857142857 
turtles              11.1111111111 
inadequacies         40.0 
profiles             30.0 
deformities          25.0 
philosophies         1.17647058824 
bathrooms            5.26315789474 
conferences          24.6913580247 
Factors              2.7397260274 
characteristics      41.8803418803 
stabilities          7.14285714286 
baths                13.7931034483 
movements            26.6272189349 
bags                 19.2307692308 
Plans                2.39234449761 
formulations         39.2857142857 
heirs                22.2222222222 
arguments            19.2307692308 
Mustangs             50.0 
Drawers              11.1111111111 
Mortars              9.09090909091 
12''                 40.0 
mortgages            23.8095238095 
evils                11.1111111111 
gates                27.0833333333 
Surveys              3.0303030303 
gangs                21.4285714286 
adjustments          36.170212766 
sights               15.306122449 
lobules              66.6666666667 
embroideries         20.0 
statesmen            42.1052631579 
pups                 50.0 
$.50                 50.0 
Cezannes             33.3333333333 
Variations           5.88235294118 
operands             5.88235294118 
careers              17.2839506173 
tenses               6.25 
newsmen              80.0 
docks                11.1111111111 
Marinas              9.09090909091 
blankets             24.3902439024 
Operations           1.88679245283 
epicycles            85.7142857143 
Characteristics      1.44927536232 
utopians             9.52380952381 
thighs               43.75 
retailers            83.3333333333 
robbers              75.0 
obsessions           20.0 
reguli               10.0 
images               23.5294117647 
cabs                 7.69230769231 
prerogatives         66.6666666667 
outs                 0.0479386385427 
allegiances          20.0 
millidegrees         50.0 
staffs               7.27272727273 
vistas               60.0 
frictions            5.88235294118 
underwriters         75.0 
cliques              33.3333333333 
seconds              6.97674418605 
flyers               40.0 
dictators            42.8571428571 
drums                58.3333333333 
Efforts              1.36054421769 
pettinesses          50.0 
pinnings             50.0 
stations             47.7272727273 
excavations          25.0 
pockets              26.9841269841 
metaphors            37.5 
lands                9.69162995595 
memorials            33.3333333333 
Dimensions           11.7647058824 
whites               5.42372881356 
bereavements         20.0 
quintets             50.0 
references           16.25 
pastures             16.6666666667 
shells               38.8888888889 
Operators            2.0 
deadlines            14.2857142857 
fates                9.375 
caterpillars         50.0 
emeralds             66.6666666667 
Workmen              50.0 
lodgings             28.5714285714 
strikes              15.3846153846 
constituencies       25.0 
staircases           11.1111111111 
overhangs            66.6666666667 
borders              38.4615384615 
drills               10.8108108108 
solvents             37.5 
non-Jews             33.3333333333 
Gershwins            50.0 
Farmers              17.8571428571 
deer                 62.5 
planets              51.1627906977 
cables               25.0 
corduroys            50.0 
amendments           19.0476190476 
sufferings           8.33333333333 
drivers              33.3333333333 
tripods              25.0 
narcotics            77.7777777778 
Buddhists            66.6666666667 
footfalls            50.0 
academies            33.3333333333 
students             64.5569620253 
durations            8.33333333333 
marshes              50.0 
brands               19.0476190476 
assets               72.2222222222 
casts                5.88235294118 
craftsmen            66.6666666667 
levers               30.0 
colleges             19.2118226601 
suns                 0.970873786408 
Workers              3.22580645161 
worms                50.0 
talks                8.72093023256 
fixtures             50.0 
allowances           58.9743589744 
children             61.4545454545 
huggings             12.5 
preserves            17.7777777778 
destroyers           60.0 
fairways             28.5714285714 
Referrals            14.2857142857 
authentications      50.0 
prodigies            25.0 
translations         15.7894736842 
mothers              11.4678899083 
Arabs                50.0 
grubs                33.3333333333 
exemptions           22.2222222222 
grabs                15.7894736842 
titles               23.8805970149 
creatures            57.1428571429 
brackets             66.6666666667 
swamps               28.5714285714 
issues               29.4685990338 
ranges               4.29447852761 
threads              31.8181818182 
Greases              10.0 
fantasies            25.0 
speeches             24.6913580247 
prosecutors          50.0 
sofas                33.3333333333 
Practices            1.06382978723 
mentions             1.75438596491 
skids                50.0 
buses                16.6666666667 
Tears                15.3846153846 
memos                50.0 
suspensions          14.2857142857 
shareholders         75.0 
nothings             0.244498777506 
paraphrases          33.3333333333 
Walls                0.689655172414 
squires              16.6666666667 
correspondents       29.4117647059 
Petitions            5.88235294118 
restraints           38.8888888889 
Towns                0.502512562814 
Governments          0.727272727273 
patrolmen            11.1111111111 
admissions           5.71428571429 
apprehensions        31.25 
lemons               5.55555555556 
Cocktails            8.0 
patrols              4.7619047619 
halts                9.09090909091 
clergy               16.6666666667 
superstitions        20.0 
mediums              8.16326530612 
wails                40.0 
purchases            22.8070175439 
salesmen             60.0 
galleries            5.26315789474 
numbers              20.5128205128 
needs                17.9282868526 
Ex-Presidents        33.3333333333 
turnpikes            62.5 
acts                 12.6829268293 
pyrometers           33.3333333333 
sec.                 66.6666666667 
maps                 52.0 
Nouns                50.0 
charms               7.14285714286 
divinities           60.0 
faculty              1.35135135135 
absences             5.35714285714 
generalizations      63.6363636364 
keynotes             20.0 
Salads               10.0 
rifles               25.6097560976 
stains               53.3333333333 
radiators            33.3333333333 
narratives           11.5384615385 
filters              30.7692307692 
Pagans               50.0 
arteries             24.5901639344 
pens                 10.5263157895 
pests                33.3333333333 
energies             9.61538461538 
misunderstandings    8.33333333333 
messes               4.34782608696 
crawls               15.3846153846 
dolls                54.5454545455 
wharves              33.3333333333 
males                33.9285714286 
prejudices           28.5714285714 
walls                32.3943661972 
viewers              42.8571428571 
exiles               20.0 
ashes                42.8571428571 
habits               48.8372093023 
biscuits             71.4285714286 
ports                23.5294117647 
saloons              44.4444444444 
Fiddles              33.3333333333 
dumbbells            33.3333333333 
fish                 2.85714285714 
monks                38.4615384615 
managements          2.29885057471 
countrymen           83.3333333333 
allusions            62.5 
Wires                2.38095238095 
fermentations        25.0 
Committeemen         50.0 
participants         60.0 
stewards             66.6666666667 
bulls                12.5 
caravans             20.0 
terminals            25.0 
Yankees              63.8888888889 
benefits             32.9787234043 
settlers             80.0 
computers            23.5294117647 
lotions              11.1111111111 
Puritans             75.0 
rogues               66.6666666667 
pilots               14.2857142857 
embraces             5.88235294118 
stabs                25.0 
bullies              16.6666666667 
Officers             1.04166666667 
instances            26.7857142857 
Participants         20.0 
wages                42.8571428571 
cups                 24.1379310345 
thickets             66.6666666667 
amplifiers           14.2857142857 
Interviews           5.71428571429 
Modifications        20.0 
muscles              43.661971831 
madmen               60.0 
pars                 25.0 
doctors              23.0088495575 
Says                 0.285714285714 
involvements         7.14285714286 
compliments          57.1428571429 
horizons             18.1818181818 
youth                1.2987012987 
clods                80.0 
ditches              18.1818181818 
ages                 14.6245059289 
creases              50.0 
headings             3.33333333333 
showers              11.1111111111 
Dozens               1.88679245283 
Troopers             14.2857142857 
orders               12.6213592233 
Limitations          9.09090909091 
paths                24.1379310345 
escapades            66.6666666667 
Sections             2.77777777778 
honors               16.0 
flares               55.5555555556 
lifts                4.0 
rafters              50.0 
folders              50.0 
eggs                 74.4680851064 
depths               26.3888888889 
services             33.6021505376 
engagements          26.6666666667 
farces               25.0 
drifts               9.52380952381 
concessions          70.0 
reflections          15.7894736842 
frankfurters         23.8095238095 
rebels               47.8260869565 
disturbances         23.0769230769 
obligations          55.5555555556 
commissions          25.0 
fins                 71.4285714286 
violinists           20.0 
businesses           4.77453580902 
headlines            63.6363636364 
networks             31.8181818182 
exteriors            11.1111111111 
affiliations         55.5555555556 
Jacksons             5.71428571429 
generators           39.1304347826 
thruways             50.0 
revolts              20.0 
advocates            10.0 
spikes               40.0 
witches              61.5384615385 
Apologies            33.3333333333 
doubles              6.77966101695 
admonitions          75.0 
restaurants          24.4897959184 
devils               10.0 
repairs              28.5714285714 
halves               0.732600732601 
fans                 48.7179487179 
envelopes            12.5 
Egyptians            37.5 
bellies              8.0 
consonants           57.1428571429 
responses            25.9615384615 
dividends            57.1428571429 
interfaces           62.5 
aircraft             9.23076923077 
Makes                0.103842159917 
prams                50.0 
cubes                80.0 
appropriations       66.6666666667 
Dancers              3.125 
tempos               25.0 
kitchens             5.26315789474 
geniuses             4.0 
cakes                18.75 
dances               17.4757281553 
headaches            54.5454545455 
kernels              50.0 
perspectives         7.14285714286 
choruses             10.5263157895 
grandsons            25.0 
rivals               9.09090909091 
fuses                37.5 
hopefuls             15.3846153846 
slips                25.9259259259 
Months               0.763358778626 
realms               9.52380952381 
prices               36.9696969697 
outriggers           40.0 
Indications          9.09090909091 
classifications      16.6666666667 
grains               43.4782608696 
elections            40.3225806452 
prolusions           57.1428571429 
denominations        65.2173913043 
eclipses             66.6666666667 
vaults               75.0 
cents                14.364640884 
stoves               11.7647058824 
arenas               30.0 
ruts                 66.6666666667 
grants-in-aid        50.0 
strips               32.5581395349 
neuroses             40.0 
keys                 13.6752136752 
desks                5.79710144928 
husbands             9.65517241379 
Nerves               14.2857142857 
predecessors         54.5454545455 
whores               33.3333333333 
cottages             24.0 
percentages          11.5384615385 
coachmen             40.0 
chaplains            25.0 
Quacks               10.0 
initials             4.28571428571 
makeshifts           14.2857142857 
choreographers       44.4444444444 
injuries             28.9473684211 
diversions           36.3636363636 
Readers              4.44444444444 
lilacs               50.0 
Scholars             8.33333333333 
hates                2.17391304348 
adversaries          37.5 
matters              15.9459459459 
foreigners           71.4285714286 
maples               33.3333333333 
disks                13.7931034483 
composites           7.14285714286 
friezes              18.75 
valleys              9.43396226415 
peddlers             16.6666666667 
examples             14.1141141141 
ornaments            42.8571428571 
presences            2.5974025974 
contacts             28.0487804878 
resonances           18.75 
sneakers             60.0 
depressions          11.5384615385 
squalls              12.5 
chartists            33.3333333333 
virtues              33.3333333333 
hostages             75.0 
goods                6.73758865248 
piles                4.34782608696 
Voters               20.0 
Choctaws             75.0 
deductibles          16.6666666667 
beans                64.2857142857 
Ceilings             3.125 
tenants              64.2857142857 
librarians           50.0 
aliens               11.1111111111 
Shares               0.990099009901 
reckonings           25.0 
rackets              37.5 
frames               26.2626262626 
bores                3.84615384615 
butlers              33.3333333333 
boys                 35.7723577236 
hopes                13.698630137 
divans               14.2857142857 
mavericks            25.0 
clips                25.0 
Books                1.10497237569 
planes               17.3913043478 
geese                60.0 
Bourbons             46.1538461538 
secretions           25.0 
necks                2.46913580247 
journalists          16.6666666667 
brethren             8.97435897436 
humanities           7.14285714286 
pennants             10.0 
pails                50.0 
bronchioles          69.2307692308 
transferors          8.33333333333 
carvings             25.0 
floes                50.0 
cartoonists          25.0 
liners               33.3333333333 
polynomials          26.3157894737 
fishes               2.85714285714 
stoppages            50.0 
reflectors           37.5 
freeways             50.0 
vehicles             60.7142857143 
speculations         57.1428571429 
bankers              73.3333333333 
registrants          20.0 
Scots                87.5 
rallies              15.3846153846 
failures             4.3956043956 
valves               57.1428571429 
minors               5.76923076923 
tombs                15.3846153846 
fluids               40.0 
Sentiments           4.34782608696 
graves               85.7142857143 
Means                0.510204081633 
chaps                33.3333333333 
helps                0.59880239521 
micelles             40.0 
enrollments          25.0 
understandings       0.819672131148 
radii                30.7692307692 
burlesques           33.3333333333 
disbursements        50.0 
havens               16.6666666667 
verandas             11.1111111111 
dimes                33.3333333333 
ovens                12.5 
educators            37.5 
mysticisms           33.3333333333 
horsemen             75.0 
demonstrations       10.7142857143 
rivers               15.2173913043 
grooves              60.0 
nests                13.6363636364 
doctrines            11.3636363636 
campuses             3.33333333333 
pipes                25.9259259259 
practices            32.6086956522 
eatings              3.125 
splinters            20.0 
beasts               22.2222222222 
sins                 23.5294117647 
objects              48.0620155039 
imperfections        66.6666666667 
Chinese              30.7692307692 
dispensers           50.0 
aromas               40.0 
Proceeds             25.0 
absolutes            9.09090909091 
presidents           4.54545454545 
names                23.8356164384 
sewers               30.7692307692 
orderings            13.3333333333 
oils                 13.8613861386 
apprentices          17.6470588235 
prizes               25.0 
headstands           50.0 
inclinations         11.1111111111 
Parts                0.210526315789 
crickets             40.0 
Impressions          2.17391304348 
figures              35.7933579336 
snacks               25.0 
proportions          38.2978723404 
explorations         4.54545454545 
reserves             12.9032258065 
justifications       15.7894736842 
bones                36.5384615385 
patinas              50.0 
maturities           2.7027027027 
noises               14.6341463415 
dinners              9.0 
timetables           20.0 
holds                0.956937799043 
formations           15.9090909091 
regions              33.0188679245 
responsibilities     17.7304964539 
solitudes            33.3333333333 
psyches              12.5 
Authorities          3.48837209302 
nips                 25.0 
Titans               12.5 
buildings            33.6322869955 
specifications       66.6666666667 
highs                0.426439232409 
slights              1.88679245283 
bombers              73.3333333333 
interviewees         50.0 
lines                40.2922755741 
Aldermen             50.0 
chambermaids         25.0 
solos                20.0 
bins                 18.1818181818 
Salaries             2.38095238095 
symbols              36.4705882353 
duffers              66.6666666667 
horns                27.5862068966 
paperbacks           33.3333333333 
industries           14.8148148148 
bridges              18.3486238532 
Legislators          30.0 
Northerners          50.0 
taboos               25.0 
acres                80.7692307692 
stances              14.2857142857 
couplers             37.5 
lushes               16.6666666667 
descendants          66.6666666667 
inoculations         33.3333333333 
applicants           55.5555555556 
stunts               66.6666666667 
airports             26.6666666667 
greenhouses          33.3333333333 
Injuns               25.0 
hurdles              25.0 
Mercers              1.44927536232 
empires              30.7692307692 
mats                 28.5714285714 
hedges               50.0 
heretics             50.0 
approaches           11.8055555556 
barricades           57.1428571429 
trends               30.7692307692 
goitrogens           50.0 
Exceptions           2.43902439024 
receipts             63.6363636364 
allies               71.875 
ruins                36.3636363636 
recipes              11.1111111111 
orations             40.0 
cures                9.67741935484 
barriers             65.3846153846 
plastics             46.4285714286 
tributes             4.16666666667 
reaches              3.07692307692 
microscopes          11.1111111111 
improvements         31.5789473684 
alleys               11.1111111111 
sockets              25.0 
braces               25.0 
covenants            25.0 
thirties             6.34920634921 
alibis               11.1111111111 
laps                 5.0 
pots                 15.625 
establishments       13.3333333333 
Wives                0.438596491228 
maidens              50.0 
lions                22.2222222222 
scans                14.2857142857 
plantings            16.6666666667 
agonies              10.0 
foams                36.2068965517 
Ladies               2.0 
furnishings          69.2307692308 
tenements            50.0 
loves                0.847457627119 
flashes              31.0344827586 
abstracts            8.82352941176 
torrents             33.3333333333 
teaspoonfuls         33.3333333333 
allotments           13.3333333333 
discussions          25.8333333333 
mornings             4.52488687783 
sayings              0.877192982456 
parks                21.5384615385 
concerns             20.8633093525 
mammals              75.0 
scimitars            50.0 
savages              22.2222222222 
closeups             66.6666666667 
orchestrations       40.0 
disappointments      11.7647058824 
masts                25.0 
hostesses            27.2727272727 
Manners              0.8 
graphs               5.55555555556 
callers              60.0 
planks               41.6666666667 
sophisticates        50.0 
kits                 33.3333333333 
sparks               18.75 
halfbacks            9.09090909091 
controls             10.0418410042 
porches              4.54545454545 
cockpits             5.88235294118 
photographs          41.1764705882 
Homes                0.190476190476 
beat                 1.44927536232 
stripes              50.0 
bear                 1.40845070423 
yelps                33.3333333333 
reputations          3.57142857143 
Stories              0.662251655629 
deputies             52.1739130435 
areas                42.2867513612 
hawkers              50.0 
resultants           29.4117647059 
teams                20.5882352941 
ballplayers          37.5 
excesses             6.81818181818 
cycles               19.3548387097 
hydrocarbons         25.0 
turkeys              11.1111111111 
affirmations         20.0 
Spokesmen            7.14285714286 
polyphosphates       80.0 
Traders              14.2857142857 
Ginghams             33.3333333333 
phases               27.2727272727 
precedents           27.2727272727 
canons               60.0 
discounts            25.0 
difficulties         37.7049180328 
badges               16.6666666667 
antiquarians         50.0 
antics               80.0 
propulsions          14.2857142857 
users                60.0 
robberies            33.3333333333 
boulders             30.0 
sexes                11.5789473684 
attributes           56.25 
statues              30.4347826087 
liquidations         7.69230769231 
playwrights          25.0 
copies               30.9090909091 
Oranges              5.26315789474 
indicators           52.9411764706 
bellows              9.09090909091 
accents              35.7142857143 
finishes             2.43902439024 
airplanes            47.619047619 
Nations              0.840336134454 
sausages             83.3333333333 
angles               17.7419354839 
assessments          21.4285714286 
locomotives          33.3333333333 
locales              57.1428571429 
divisions            17.8571428571 
censuses             27.2727272727 
hubs                 15.3846153846 
ringings             9.09090909091 
cereals              20.0 
hobbies              42.8571428571 
arrangements         52.1126760563 
closets              11.1111111111 
diets                9.09090909091 
landmarks            70.0 
makings              1.5625 
blooms               20.0 
guises               14.2857142857 
novels               27.1604938272 
shames               4.54545454545 
genres               33.3333333333 
Teachers             3.7037037037 
sisters              22.2222222222 
invitations          41.935483871 
scholars             69.4444444444 
emanations           33.3333333333 
sets                 9.63597430407 
comparisons          11.1111111111 
creators             28.5714285714 
deltas               12.5 
stores               32.0754716981 
nicknames            9.09090909091 
Federals             0.877192982456 
seats                20.5882352941 
conjugates           56.5217391304 
ads                  71.4285714286 
twinges              25.0 
slits                25.0 
delegations          15.3846153846 
propositions         11.1111111111 
